type,title,cast,release_year,duration,listed_in,plataform
Movie,Maqsad,"Rajesh Khanna, Jeetendra, Shatrughan Sinha, Sridevi, Jaya Prada, Waheeda Rehman, Kader Khan, Asrani, Prem Chopra, Ranjeet, Amjad Khan, Shreeram Lagoo, Om Shivpuri, Shakti Kapoor, Deepak Parashar, Iftekhar, C.S. Dubey, Renu Joshi",1984,165,"Action, Arts, Entertainment, and Culture",amazon
Movie,Life Itself,"Roger Ebert, Martin Scorsese, Errol Morris, Werner Herzog, Chaz Ebert",2014,121,Documentary,amazon
Movie,Kill Me Three Times,"Simon Pegg, Sullivan Stapleton, Teresa Palmer, Alice Braga, Callan Mulvey, Luke Hemsworth",2015,90,"Action, Adventure, Suspense",amazon
Movie,Insaaf Ki Awaaz,"Anil Kapoor, Rekha, Anupam Kher, Kader Khan, Gulshan Grover, Raj Babbar, Richa Sharma, Aruna Irani, Nilu Phule, Sushma Seth, Asrani, Pallavi Joshi, Jagdeep, Roopesh Kumar, Shafi Inamdar, Tej Sapru, Mohan Choti, Ghanshyam Rohera, Parikshat Sahni",1986,154,"Action, Drama",amazon
Movie,Herbie Hancock: Possibilities,"Herbie Hancock, Christina Aguilera, Sting, John Mayer, Raul Midón",2006,91,Arthouse,amazon
Movie,Gumm,"Sami Khan, Shameen Khan, Shamoon Abbasi, Anjum Habibi, Aleeza Syed",2019,96,"Action, Romance, Suspense",amazon
Movie,Gracie!,"Jane Horrocks, Tom Hollander",2009,78,"Drama, Romance",amazon
Movie,Extreme Movie,"Frankie Muniz, Michael Cera, Kevin Hart, Daneel Ackles, Ben Feldman",2008,85,Comedy,amazon
TV Show,Dough boy,"Braylon Jones, Malan B., Emanuel Vaneckelen, Melinda Winstead, James Thornton, John Kokoszka, Scott Starkweather",2021,1,"Drama, Romance",amazon
Movie,Cypher - Shoonya Se Shikhar Tak,"Paresh Bhanushali, Brijendra Kala, Rajesh Sharma, Vikram Ghokale, Shishir Sharma, Krunal Pandit, Krishna Bhatt, Arun Bali, Mukesh S. Bhatt, Arun Kushwah",2019,121,Drama,amazon
Movie,Big Bad Wolves (English Subtitled),"Lior Ashkenazi, Rotem Keinan",2014,110,"Arthouse, Comedy, Horror",amazon
Movie,Beyond The Black Rainbow,"Eva Allan, Scott Hylands",2012,110,"Horror, Science Fiction",amazon
TV Show,Becharey,"Ranjeet (Gopal Bedi), Rahul Datta, Amita Yadav, Tusharr Shiv, Prateik Chaudhary, Sambhav Jain, Himanshi Bhatt, Sandeep Shrivastava",2020,1,Comedy,amazon
TV Show,A Toy Store Near You,"Jayden Frost, Jonathan Schoonveld, Pieter Kamp, Andrew Leung, Christine Osborne, Emmy Frost, Andrew Kissner, Colton Grimes, Sofia Foglia, Danny Ortiz, Ryan Wilhelm, Ryan Hartsell, Shannon Blameuser, Matt Quinnan, Elias Gonzalez, Zachary Cannon, Dan Tinaglia, Joe Tinaglia, Gina Venable, Dan Polydoris, Michel Van Staveren, Joshua Baumgarten, Geoffrey Cannaby, Eva Van Den Anker, Gonneke Van Der Vijver, Aafke De Vries, John Powell, Anthony Barbaria, Sief Naser, Tim Gier, Tori Gier, Elizabeth Darby, Cody Deen, Kathy McKay, Debbie Doscher",2021,3,"Documentary, Kids, Science Fiction",amazon
Movie,2 Days In New York,"Chris Rock, Julie Delpy",2012,95,Comedy,amazon
TV Show,Truth or Dare,"Junjie Huang, Teresa Li, Jiawei Ding",2021,1,"Drama, Romance",amazon
TV Show,The Pursuit of Love,"LILY JAMES, EMILY BEECHAM, DOMINIC WEST, ANDREW SCOTT, EMILY MORTIMER, DOLLY WELLS, JOHN HEFFERNAN, SHAZAD LATIF, ANNABEL MULLION",2021,1,"Drama, Historical, Romance",amazon
Movie,Somnus,"Marcus McMahon, Meryl Griffiths, Cullum Austin, Mac McDonald",2016,83,"Science Fiction, Suspense",amazon
Movie,Sidekicks,"Beau Bridges, Joe Piscopo, Jonathan Brandis, Chuck Norris, Mako, Julia Nickson, Danica McKellar, Richard Moll, Gerrit Graham, Dennis Burkley, Robert Wall",1992,101,"Action, Kids, Young Adult Audience",amazon
Movie,Quit,"Noah Segan, Diora Baird, Nathan Phillips, Lee Arenberg, Don Swayze, Sasha Grey",2021,87,"Arthouse, Drama, Romance",amazon
Movie,Punarjagran,"Mukesh Ram Prajapati, Deepak Jha, Babita Srivastawa, Chanda Kumari, Tapas Chakrawarti, Rakesh Gautam, Basant Mishra, Yas Kumar, Ajit Aroda",2021,99,"Drama, Special Interest",amazon
TV Show,Pinkfong! Phonics Songs,,2017,1,"Animation, Kids",amazon
Movie,Nicole Burch: Never Been Kissed,Nicole Burch,2020,50,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
TV Show,My Greek Table with Diane Kochilas,Diane Kochilas,2020,1,Special Interest,amazon
Movie,Loving Miss Hatto,"Alfred Molina, Francesca Annis, Rory Kinnear, Maimie McCoy",2012,91,Drama,amazon
Movie,"Love, Honour and Obey","Sadie Frost, Jonny Lee Miller, Jude Law, Ray Winstone",2003,93,"Comedy, Drama",amazon
TV Show,Jacob Two-Two,"Billy Rosemberg, Dwayne Hill, Jeff Berg, Harvey Atkin",2006,3,"Animation, Kids, Science Fiction",amazon
Movie,Garden of Hedon,"Danielle Lozeau, Richard Cutting, Manuel Poblete, Daniel Ross, Leanna Chamish, Lauren Lakis",2012,118,"Horror, Science Fiction",amazon
Movie,Friends and Crocodiles,"Damian Lewis, Johdi May, Robert Lindsay",2006,109,"Drama, Romance",amazon
TV Show,Four Senses,"Christine Ha, Carl Heinrich, Corbin Tomaszeski, Laura Calder, Erin Davis, Wanda Beaver, Claire Tansey, Farzam Fallah, Amira Becarevic, Carole Bearg, Luke Hayes-Alexander, Michael Hunter, Mike Ward, Mairlyn Smith, Frankie Ferragine",2016,2,Special Interest,amazon
Movie,Drowning Mona,"Danny DeVito, Bette Midler, Neve Campbell, Jamie Lee Curtis, Casey Affleck, William Fichtner, Will Ferrell, Melissa McCarthy, Kathleen Wilhoite, Mark Pellegrino, Brian Doyle-Murray, Paul Schulze",2000,96,"Comedy, Drama, Suspense",amazon
Movie,Dave Helem: DJ The Chicago Kid,Dave Helem,2021,61,"Arts, Entertainment, and Culture, Comedy, Special Interest",amazon
Movie,Carrie's War,"Keeley Fawcett, Alun Armstrong, Lesley Sharp, Pauline Quirke, Geraldine McEwan, Jack Stanley",2004,89,"Drama, Kids",amazon
Movie,Arjun Anu,"Vishnu Manchu, Kajal Aggarwal, Suniel Shetty, Naveen Chandra, Navdeep, Harsha, Mahima Makwana, Karma McCain, Ruhi Singh",2021,133,"Action, Drama",amazon
Movie,An English Haunting,"David Lenik, Tessa Wood, Barrington De La Roche",2020,89,Horror,amazon
Movie,Zomblies,"David M Reynolds, Christopher Dane",2010,47,Horror,amazon
Movie,Worth,"Michael Keaton, Stanley Tucci, Amy Ryan, Shunori Ramanathan, Ato Blankson-Wood, Tate Donovan, Laura Benanti, Chris Tardio",2021,119,"Drama, Special Interest, Suspense",amazon
Movie,Wheeler,"Stephen Dorff, Ryan Ross, Kris Kristofferson, Audrey Spillman, Bobby Tomberlin, Bart Herbison, Jim Ed Norman, Travis Meadows, Anastasia Munoz, Matt Barr, Sherri Callahan, Ron Harman, Dena Brown, William Todd Austin, Jennifer Lewis, Mary Haynes, Josh Adelstein, Erika Wollam Nichols, Marcia Campbell, Jennie DiDominzio, William Minor, Dorothy Daniel, Craig White, David Bates, Michael Woodrum",2021,100,"Arts, Entertainment, and Culture",amazon
Movie,Vegas Life,"Jacob Bellamy, Patrick Williams, Alex Oliver, KC Collins, Lashimeice Williams, Deddrick Flynn, Ramon Williams, Chris Cash, Lawrence Wade, Sadel Notes, Tony Green, Carl Dangerfield, Young Honor, Jamil Abdullah, Michelle Williams, Johnny, Turk Heads",2021,56,"Action, Drama",amazon
Movie,Unthinkable,"Missi Pyle, Vivica A Fox, Christopher Cousins",2020,87,Suspense,amazon
Movie,The Wake Up Call,"Alex Jay, Jonta King, Freddie Cole Jr., Cee Sharp, Carolyn Cee Renee, Titus Reed, Tanya Harvey, Donald Douglas, Tamika Foggie, Dawn Richards, Julius Young, Kim Harvey, Kennetha Paris, Ketra Sims, London Bridgewater",2021,98,"Drama, Romance, Special Interest",amazon
TV Show,The Stanley Dynamic,"Charles Vandervarrt, Kate Hewlett, Michael Barbuto, Madison Ferguson, Taylor Abrahamse, Josette Jorge, Bill Turnbull, Grame Jokic, Isiah Lea",2016,3,"Comedy, Kids",amazon
Movie,The Road to Cabazon,"Chris Korkalo, Mark Huber, Lila Korkalo",2020,98,"Comedy, Drama",amazon
Movie,The Lithium Conspiracy,"Guido Caprino, Carolina Crescentini, Maya Sansa, Philippe Leroy, Flora Martínez, Michele Venitucci, Franco Ravera, Gaetano Bruno, Nino Frassica, Francesco Pannofino",2012,106,"Drama, Suspense",amazon
Movie,The Land Between The Lakes,"Alazel Waller, Leslie Ramsey",2021,111,"Animation, Horror",amazon
TV Show,The Bridge,,2014,2,"Drama, Suspense",amazon
Movie,The Black List,"Vanessa Lundy, Tia Randall, Shawn Mays, Adrienne Anderson, Warren Perry, Jameela Hardmon, Latanya Albright, Alexandria Jade, Alia Torres, Sammie Wright, Abram Malcom, Gregory Smith, Dominique Treadwell",2021,61,"Comedy, Horror, Suspense",amazon
Movie,The Birth of Deceit,"Nessa Noel, Jennifer Silverstein, Terrence Keene, Devin Richardson, Alicia Dell'Aria, Rochelle Denise Dickerson, Rylee Gabrielle King, Tim Stainrod, Sherricka L. White",2020,86,Suspense,amazon
Movie,The Adventures Of Skippy The Bush Kangaroo,Andrew Clark,1997,64,Kids,amazon
Movie,Someone to Carry Me,"Samuel Thomas, Gwendoline Taylor, David Capstick, Scott Harding, Paul Thomas Lewis, Josiah Harrold, Ben Ryan, Tonci Pivac, Tom Easden, India Ryan, Tara Eloise, David McCartney, Florence Salmon, Kahu Carter, Melvin Te Wani, Robert Ireland, Omar Al-Sobky, James Davies",2015,99,"Action, Drama, Suspense",amazon
Movie,Salt of the Earth,"Will Geer, David Bauer, David Sarvis, Mervin Williams, Rosaura Revueltas",1954,92,Drama,amazon
Movie,Ram Joshi,"Jayaram Shiledar, Hansa Wadkar, Shakuntala Paranjpye, Sudha Apte, G. D. Madgulkar",1973,115,Drama,amazon
Movie,Patrick's Day,"Kerry Fox, Moe Dunford, Catherine Walker",2014,102,Drama,amazon
Movie,Mary J. Blige’s My Life,Mary J. Blige,2021,82,"Arts, Entertainment, and Culture, Documentary",amazon
Movie,Man of Tomorrow: Prisoner 984,"Stephen Markle, Don Francks, Gail Dahms-Bonine",1982,69,"Drama, Science Fiction, Suspense",amazon
TV Show,Luxe Listings Sydney,"Gavin Rubinstein, Simon Cohen, D'Leanne Lewis",2021,1,Unscripted,amazon
Movie,Locomotive,"Frank Williams, Athena Masci, Toby Levin, Ashley Peoples, Bill Rusnak, Nicole Rusnak, Jules Joseph, Sam McTavey, Paul Orbell, Alan Bendich, Kevin O'Callaghan, John Thomas, Michael Way, Matt Lamson, Shane Fresch, Drew Anderson, Francis Toner, Jessica Gamble",2012,77,Drama,amazon
Movie,Jesus Shows You The Way To The Highway,"Daniel Tadesse, Guillermo Llansó, Agustín Mateo",2020,82,"Action, Comedy, Science Fiction",amazon
Movie,Hajar Juni Samma,"Aaryan Sigdel, Swastima Khadka, Priyanka Karki, Salon Basnet, Akhilesh Pradhan, Sanchita Luitel, Shivahari Poudel, Anubhav Regmi",2019,123,Romance,amazon
Movie,"Fighter, Marbo Noy Morbo","Jeet, Srabanti Biswas",2011,160,"Action, Drama, Romance",amazon
Movie,Double Blind,"Jennifer Jarret, Katharine Phillips Moser, Christopher Showerman",2019,90,Action,amazon
Movie,Doors,"Josh Peck, Wilson Bethel, Kyp Malone",2021,84,"Science Fiction, Suspense",amazon
Movie,Domino,"Nikolaj Coster-Waldau, Carice van Houten, Eriq Ebouaney, Guy Pearce, Mohammed Azaay, Søren Malling, Paprika Steen, Helena Kaittani",2019,89,"Action, Suspense",amazon
Movie,Dark,"Mohanlal, Nadhiya, Parvatii Nair, Nassar",2018,122,"Action, Suspense",amazon
Movie,Dabbe 5: Zehr-i Cin,"Nil Günal, Ümit Bülent Dinçer, Sultan Köroğlu Kılıç, Emir Özbek Yıldız, Pelin Acar, Murat Seviş",2014,133,Horror,amazon
Movie,Corona,"Andrea Stefancikova, Andy Canete, Emy Aneke, Josh Blacker, Richard Lett, Traei Tsai, Zarina Sterling",2020,72,"Drama, Science Fiction, Suspense",amazon
Movie,Chidambaram Railway Gate,"Mahendran, Anbu Mayilsamy",2021,108,"Action, Drama, Romance",amazon
Movie,Charade,"Cary Grant, Audrey Hepburn, Walter Matthau, James Coburn, George Kennedy",1963,113,Comedy,amazon
TV Show,Blood on the Deck,"Dakota Meyer, Dick Hy, Jarred Taylor",2020,1,"Documentary, Special Interest, Unscripted",amazon
Movie,Bandish,"Rajesh Khanna, Hema Malini, Danny Denzongpa, Tanuja, Om Prakash, Asrani, Jeevan, Om Shivpuri, Madan Puri, Bindiya Goswami, Nalini Jaywant, Manorama, Preeti Ganguli, Mohan Choti, Pinchoo Kapoor, Jagdish Raj, Padmini Kapila, Priti Sapru, Munni",1980,144,"Action, Drama",amazon
Movie,Awake,"Gina Rodriguez, Ariana Greenblatt, Frances Fisher, Jennifer Jason Leigh, Barry Pepper, Shamier Anderson, Finn Jones, Lucius Hoyos, Gil Bellows",2007,97,"Drama, Suspense",amazon
Movie,Anu and Arjun(Kannada),"Vishnu Manchu, Kajal Aggarwal, Suniel Shetty, Naveen Chandra, Navdeep, Harsha, Mahima Makwana, Karma McCain, Ruhi Singh",2021,133,"Action, Drama",amazon
Movie,American Mobster: Miami Shakedown,"Nino Cimino, Frank Stallone, Robert Miano, Marco Arras, Elizabeth Mae",2010,83,Action,amazon
Movie,A brief inquisition into the Luxury Dining Experience (and the world of food),"Roksanna Dawidowksa, Jason Howe, Ryan Moohan, Christine Irvine, Tommy Bru, Eoin Hamill, Stewart Blair, Bryan Gallagher",2020,21,"Comedy, Drama",amazon
Movie,"Vanilla, Strawberry & Chocolate","Janaki Pathak, Ravi Kale, Rajashri Nikam, Radhika Deshpande, Kshitij Deshpande",2018,120,Drama,amazon
Movie,TIP,"Lafayette Cabell, Tondalia Williams, Aleesha Wright, Tonya Barnes, Gurnie Leary Jr.",2021,43,"Action, Drama",amazon
Movie,The shadow of the sun,"Pep Cortés, Bruno Bergonzini, Daniel Freire, José Alias",2011,104,"Comedy, Drama",amazon
Movie,The Return of the Light - The Beginning,"Júlia Marques, Victória Maranho",2021,82,"Action, Drama, Science Fiction",amazon
Movie,The Man With The Golden Arm,"Frank Sinatra, Eleanor Parker, Kim Novak, Arnold Stang, Darren McGavin",1955,119,"Action, Suspense",amazon
Movie,The Demon's Waltz,"Briana Aceti, Kailee McGuire, Breanna Engle, Sophia Zalipsky, Dustin Tyler",2020,116,"Horror, Suspense",amazon
TV Show,Steve and Maggie - Laugh and Learn,"Steve R. Watts, Maggie",2021,1,"Animation, Kids",amazon
Movie,SALOME,"Alda Gomez, Paco Mora, Pere Arquillue",2002,82,International,amazon
TV Show,Saimdang: Memoir of Colors,"Lee Young-ae, Song Seung-heon",2017,1,"Drama, Romance",amazon
Movie,Royal Wedding,"Fred Astaire, Jane Powell, Peter Lawford, Sarah Churchill, Keenan Wynn",1951,93,"Arts, Entertainment, and Culture, Comedy",amazon
TV Show,Portrait Artist of The Year,"Frank Skinner, Tai Shan Schierenber, Kate Bryan",2007,3,"Arts, Entertainment, and Culture, Special Interest, Unscripted",amazon
Movie,Policeman,"Yiftach Klein, Yaara Pelzig, Michael Aloni, Michael Moshonov, Menashe Noy, Gal Hoyberger, Meital Barda, Shaul Mizrahi, Rona-Lee Shimon, Ben Adam",2011,112,Drama,amazon
Movie,Please behave yourselves,"Olcayto Uslu, Michael Marwitz, Isabela Huebner, Katharina Haker, Giulia Artemann",2017,14,"Comedy, Drama",amazon
Movie,Parts of the Same Circle,"Jim Tharp, Allan Okubo, Dann Seki, Keith Kashiwada, Karen Kuioka Hironaga, Eric Nemoto, Elissa Dulce Hoopai, Troy Apostol, Renee Garcia, Bill Ogilvie, Curtis Duncan, Stephanie Conching, Dennis Ihara, John Wat, Will Hao",2012,120,"Drama, Special Interest",amazon
Movie,Molokai: The Story Of Father Damien,"David Wenham, Sam Neill, Kris Kristofferson, Peter O'Toole",1999,122,Drama,amazon
TV Show,Mangiarancina Investigazioni,"Massimo Marotta, Sabrina Lembo, Anna Attademo, Giuseppe Battiloro, Grazia Campo, Marianna Ruina, Miriam Taze",2021,1,"Comedy, Suspense",amazon
Movie,Mad at the Moon (Restored),"Colin Firth, Mary Stuart Masterson, Daphne Zuniga, Fionnula Flanagan, Hart Bochner",1992,98,"Horror, Romance, Western",amazon
Movie,Love Land,"Monica Gaseor, Michael Iovine, Maddy Davidson, Memphis DiAngelis, Skyy Moore, Angelica Briones, April Hartman, Johnny Walter",2014,101,Drama,amazon
TV Show,Little Charmers,"Addison Holley, Alexa Torrington, Matilda Gillbert",2016,2,"Animation, Kids",amazon
Movie,Kansas City Confidential,"John Payne, Coleen Gray, Preston Foster, Neville Brand, Lee Van Cleef",1952,99,"Drama, Suspense",amazon
Movie,Ilish,"Arpita Saha, Prabhakar Sharma, Sanjeeb Roy",2017,19,"Drama, Kids",amazon
Movie,Haberman,"Mark Waschke, Karel Roden, Hannah Hurzsprung",2010,105,Drama,amazon
Movie,Fratricide,"Xevat Gertan, Erdal Celik, Talas Farzan",2006,91,Drama,amazon
Movie,Factory Girl,"Sienna Miller, Guy Pearce, Hayden Christensen, Jimmy Fallon, Mary Elizabeth Winstead",2006,100,Drama,amazon
Movie,Desire (Q),"Deborah Revy, Helene Zimmer, Gowan Didi",2012,107,"Drama, International",amazon
Movie,Dark Corners,"Sam Hazendline, Julie Dray, Navid Negahban, T'Nia Miller",2021,98,Suspense,amazon
Movie,Damlelya Babachi Kahani,"Sandeep Khare, Aastad Kale, Bhagyashree Desai",2016,111,Drama,amazon
Movie,Anu and Arjun(Tamil),"Vishnu Manchu, Kajal Aggarwal, Suniel Shetty, Naveen Chandra, Navdeep, Harsha, Mahima Makwana, Karma McCain, Ruhi Singh",2021,133,"Action, Drama",amazon
Movie,Animalympics,"Gilda Radner, Billy Crystal, Harry Shearer, Michael Fremer, John Sessions",1980,79,"Animation, Comedy, Kids",amazon
Movie,AN UNFORGETTABLE SUMMER,"Kristin Scott, Thomas Claudiu, Bleont Olga Tudorache",1994,80,International,amazon
Movie,Amber's Descent,"Kayla Stanton, Michael Mitton, Don Knodel, Nathaniel Vossen, Dione Russell, Colm Hill",2021,92,"Horror, Suspense",amazon
Movie,Alien Conquest,"Emily Killian, Anthony Jensen, Tom Sizemore, Michael Devorzon, Emma Nasfell, Deangelo Davis, Paulina Nguyen",2021,88,Science Fiction,amazon
Movie,A Mind Of Her Own,"Nicky Talacko, Amanda Rawnsley, Ashley Cook, Juliette Grassby",2006,91,Drama,amazon
TV Show,The Times Table Adventure,,2011,1,"Animation, Kids",amazon
TV Show,The Gumboot Kids,"Jessie Farrell, Ashleigh Ball, Adrian Petriw",2021,1,"Animation, Kids, Special Interest",amazon
Movie,We Wish You A Merry Christmas! - Little Baby Bum,,2019,31,Kids,amazon
Movie,Supa Strikas - Heading to the Top,,2019,60,"Animation, Kids, Sports",amazon
Movie,I Was Not Ready Da (4K UHD),Aravind SA,2020,77,"Arts, Entertainment, and Culture, Comedy",amazon
Movie,Goya's Ghosts,"Natalie Portman, Javier Bardem, Stellan Skarsgård, Randy Quaid, José Luis Gómez, Unax Ugalde, Michael Lonsdale, Julian Wadham",2007,114,Drama,amazon
Movie,Crimson Romance,"Ben Lyon, Sari Maritza, Erich Von Stroheim, Hardie Albright, James Bush, William Bakewell, Herman Bing, Bodil Rosing, Vince Barnett, Jason Robards Sr., Brandon Hurst",1934,58,"Action, Drama, Military and War",amazon
Movie,Classical Nursery Rhymes - KiiYii,,2019,40,Kids,amazon
Movie,Blood On Her Name,"Bethany Anne Lind, Will Patton, Elisabeth Rohm",2020,84,"Action, Drama, Suspense",amazon
Movie,Aga Bai Arechha,"Sanjay Narvekar, Priyanka Yadav, Bharti Achrekar, Sonali Bendre, Dilip Prabhavalkar, Siddarth Jadhav, Bharat Jadhav, Tejaswini Pandit, Shubhangi Gokhale, Vijay Chavan, Rasika Joshi, Suhas Joshi, Mandar Shinde, Vinay Yedekar",2004,149,Comedy,amazon
Movie,The Naked Kiss,"Constance Towers, Anthony Eisley, Michael Dante, Virginia Grey, Patsy Kelly",1964,91,Drama,amazon
Movie,The Break,"Rutger Hauer, Sam Gittins, Jamie Foreman, David Yip, Adam Deacon, Luke Mably",2021,107,Suspense,amazon
Movie,Summer School,,2013,81,Comedy,amazon
Movie,Shotgun,,2014,80,Western,amazon
Movie,Saint Seiya 1: Evil Goddess Eris,"Tôru Furuya, Hirotaka Suzuoki, Kouichi Hashimoto",1987,46,"Action, Science Fiction",amazon
Movie,Porky's,"Kim Cattrall, Dan Monahan, Mark Herrier, Wyatt Knight, Roger Wilson, Cyril O'Reilly",1982,98,"Comedy, Young Adult Audience",amazon
Movie,Paranormal,"John Rutland, Maureen MacDonald, Nick Errato",2009,98,"Drama, Suspense",amazon
Movie,Paradise Isle,"Movita, Warren Hull, William B. Davidson, John St. Polis, George Pilita",1937,70,Drama,amazon
Movie,Learning Animals with Johny - LooLoo Kids,LooLoo Kids,2021,42,"Animation, Kids",amazon
Movie,Irrefutable Proof,"Sheena Colette, Emilie Paap, Theodore Bouloukos, Paul Michael Draper",2015,85,"Drama, Suspense",amazon
Movie,Gurgaon,"Akshay Oberoi, Pankaj Tripathi, Ragini Khanna, Aamir Bashir, Shalini Vatsa, Ashish Verma",2017,106,"Drama, Suspense",amazon
Movie,Gulliver's Travels,,1939,81,Action,amazon
Movie,Ekkadiki Pothavu Chinnavada,"Nikhil Siddharth, Hebah Patel",2016,138,"Science Fiction, Suspense",amazon
Movie,Educational Songs for Kids - LooLoo Kids,LooLoo Kids,2021,42,"Animation, Kids",amazon
Movie,Dorian Gray,"Ben Barnes, Rebecca Hall, Colin Firth, Ben Chaplin, Douglas Henshall, Rachel Hurd-Wood, Fiona Shaw, Emilia Fox, Max Irons, Pip Torrens, Caroline Goodall, Maryam d'Abo, Johnny Harris, Jo Woodcock, Michael Culkin",2009,112,"Horror, Suspense",amazon
Movie,Deva Rickshawala,"ABHINAV KUMAR, VERSA RITTU, SHASHI BHUSAN, RAMAN GUPTA, RAJ SINHA, RAM BABU",2021,127,"Drama, Romance",amazon
Movie,Cut the Rope: Learn Spanish with Om Nom (Volume 1),"Cut the Rope, Om Nom",2021,43,"Animation, Kids",amazon
Movie,Cut the Rope: Learn Italian with Om Nom (Volume 1),"Om Nom, Cut the Rope",2021,43,"Animation, Kids",amazon
Movie,Christmas Songs for Kids - LooLoo Kids,LooLoo Kids,2021,9,"Animation, Kids",amazon
TV Show,Braceface,"Alicia Silverstone, Michael Cera, Marnie McPhail, Brooke D'Orsay",2004,4,"Animation, Comedy, Kids",amazon
Movie,Betrayal,"Eric Roberts, Eliza Roberts, Ric Young, Oleg Taktarov, Jon Briddell, Joseph Will",2014,85,Action,amazon
Movie,Amhi Doghe Raja Rani,"Laxmikant Berde, Tejashree, Atmaram Bhende, Sharad Talwalkar, Sanjay Jog",1986,157,Comedy,amazon
Movie,Wonderful Nursery Rhymes with KiiYii,,2019,48,Kids,amazon
Movie,Wishmaster 2: Evil Never Dies,"Holly Fields, Chris Weber, Al Foster, Andrew Divoff",1999,96,"Horror, Suspense",amazon
Movie,Stone Pillow,"Lucille Ball, Daphne Zuniga, William Converse-Roberts, Stephen Lang, Susan Batson",1985,95,Drama,amazon
Movie,Penny Serenade,"Irene Dunne, Cary Grant, Beulah Bondi, Edgar Buchanan, Ann Doran",1941,120,Drama,amazon
Movie,Munnabhai S.S.C,"Pandharinath Kambli, Vijay Chavan, Ramesh Bhatkar, Girish Oak, Kishor Nandlaskar",2005,124,"Comedy, Drama",amazon
Movie,Mila and Morphle's Magical Universe,,2019,37,"Animation, Kids",amazon
Movie,Mila and Morphle's Magical Games,,2019,46,"Animation, Kids",amazon
Movie,Magical Tales with Mila and Morphle,,2019,48,"Animation, Kids",amazon
Movie,M,Menahem Lang,2019,107,Music Videos and Concerts,amazon
Movie,Little Baby Bum's Christmas Kids Songs,,2019,29,Kids,amazon
Movie,Lea & Pop - Old Macdonald Had a Farm & More Kids Songs,"Lea, Pop",2021,52,"Animation, Kids",amazon
Movie,Krishna mukundham,"Naik, Chandhini, Anjaiah",2021,73,"Drama, Romance",amazon
Movie,Kala (Tamil),"Moor, Tovino Thomas, Lal, Divya Pillai, Pramod Veliyanad, Bibin Perumbilli, Sreejith Ravi, MGK Vishnu, Ashik Aboobaker, Abhishek Ganesh R, Sai Achu, Master Arish, Remadevi, Siju Mathew, Aneesh Kallarakkal, Sajeed Pattalam",2021,127,"Action, Horror",amazon
Movie,Happy Happy (English Subtitled),"Agnes Kittelsen, Henrik Rafaelsen, Joachim Rafaelsen, Maibritt Saerens",2011,88,"Comedy, Drama",amazon
Movie,Gecko's Garage Vehicles - Cars Cartoon for Kids,,2019,42,"Animation, Kids",amazon
Movie,Force of Nature,"Emile Hirsch, Kate Bosworth, Mel Gibson, David Zayas, Stephanie Cayo, Will Catlett, Swen Temmel, Tyler Jon Olson",2020,91,"Action, Adventure, Suspense",amazon
Movie,Demon Warriors,"Somchai Kemglad, Shahkrit Yamnarm, Leo Putt, Athip Nana, Ray MacDonald, Kemapsorn Sirisukha, Nirut Sirichanya, Pongpat Wachirabunjong",2007,106,Action,amazon
Movie,Cowgirls and Angels - Dakota's Summer,"Haley Ramm, Emily Bett Rickards, Keith Carradine, Anne Lockhart, Bryan Dechart",2014,91,"Drama, Young Adult Audience",amazon
Movie,Chai Lai Angels: Dangerous Flowers,"Jintara Poonlarp, Bongkoj Khongmalai, Supakson Chaimongkol, Bunyawan Pongsuwan, Kessarin Ektawatkul",2009,102,"Action, Comedy",amazon
Movie,Brochero,"Pablo Tolosa, Ricardo Pinelle, Juan Piacé, Gustavo Caballero, María Jimena Espeche, Gustavo Manca, Valentino Emanuel Leotta, Eduardo Ferreyra, Pilar Otero, Alejandro Ludicello, Claudio Arrascaeta, Eric Esquef, Alejandro Tonon, Manir Hipólito Zazu, Juan Carlos Boiero, Juan Isidro Olivera, Juan Gecchelin, Alejandro Ramos, Marcos Polzoni, Thelma Demarchi, Pamela Molina, Sergio Gabriel Salicas, Carlos Chávez, Ana Carolina Aguerrido, Azucena Carmona, Héctor Pedro Alem, Diego Fernando Galera, Dante Omar Liay, Marcelo Francia, Natalia Gorini Soler",2016,90,"Drama, Kids, Special Interest",amazon
Movie,Boondock Saints,"Willem Dafoe, Norman Reedus, Sean Patrick Flanery, Billy Connolly, David Della Rocco",2000,108,"Action, Comedy, Suspense",amazon
Movie,Aanum Pennum,"SAMYUKTHA MENON, JOJU GEORGE, INDRAJITH, PARVATHY THIRUVOTHU, ASIF ALI, DARSHANA RAJENDRAN, ROSHAN MATHEW, NEDUMUDI VENU, KAVIYOOR PONNAMMA, BASIL JOSEPH, MANIKANDAN PATTAMBI, SWETHA MENON, VINEETH VISHWAM, PRATHAPAN, VASUDEVAN R VARMA, SREEJA, E RAJENDRAN, SATHIDEVI, JOHN K PAUL, HAREESH PENGAN, RANJINI CHANDY, NOUSHAD SHAHUL, RAJEEV KUNJU KUNJU, RAMESH KOTTAYAM, SHAJI MAARADU, FRANCO FRANCIS, VINOD KEDAMANGALAM, SUNNY VAGAMON, MOHITA BIJULAL, BENNY P NAYARAMBALAM, INDIAN PALLASSERY",2021,96,Drama,amazon
